customer_id,dp,num_txn,basket_pct_MILK_FREE,basket_pct_EGG_FREE,basket_pct_GLUTEN_FREE,basket_pct_VEGETARIAN,basket_pct_VEGAN,basket_pct_KETO,basket_pct_PALEO,basket_pct_SHELLFISH_FREE,basket_pct_SOY_FREE,basket_pct_LACTOSE_FREE,basket_pct_PEANUT_FREE,basket_pct_PESCATARIAN,basket_pct_TREE_NUT_FREE,basket_pct_LOW_CARB,basket_pct_WHEAT_FREE,basket_pct_NO_DIET_PREFERENCES,basket_pct_NO_DIET_RESTRICTIONS
5439,low_carb,27,0.301605667,0.386668556,0.174400852,0.438900778,0.293740333,0.239533482,0.056657296,0.270889704,0.391346111,0.001561444,0.438876482,0.443433296,0.429175778,0.252565741,0.400783667,1,1
5550,pescatarian,22,0.222041455,0.448001136,0.270791864,0.507617227,0.231414227,0.083144409,0.050723182,0.291141455,0.330122773,0.00E+00,0.517406727,0.520301182,0.435907727,0.119963909,0.442612773,1,1
5661,keto,10,0.2500373,0.3670213,0.0585714,0.3081326,0.2071802,0.2443231,0.0166667,0.4151166,0.2738468,0.00E+00,0.4049579,0.3324183,0.4192436,0.2443231,0.2514659,1,1
5772,vegan,14,0.107385357,0.211026786,0.052884571,0.239382714,0.135956786,0.077152,0.022018429,0.128258929,0.197586786,0.00E+00,0.244424714,0.239382714,0.238122214,0.068223429,0.116313929,1,1
5883,vegan,11,0.106299909,0.139075,0.134051091,0.258772,0.157575818,0.012121182,0.00E+00,0.084529546,0.018181818,0.00E+00,0.260047818,0.258772,0.103987273,0.012121182,0.103748091,1,1
5994,vegetarian,29,0.373018724,0.425203966,0.15975231,0.549875,0.424782345,0.159373414,0.122263069,0.347978793,0.446909035,0.026774862,0.521099828,0.552633621,0.476010586,0.173967966,0.394382172,1,1
6105,pescatarian,23,0.357474826,0.620174217,0.170977522,0.667091826,0.424584826,0.280111087,0.131177522,0.350516522,0.546352957,0.039130435,0.625971304,0.669061391,0.58684087,0.304990348,0.559396217,1,1
6216,vegetarian,27,0.198077111,0.306924111,0.150304148,0.544551037,0.215053259,0.250925667,0.058389741,0.174225259,0.381994519,0.00E+00,0.388955333,0.544551037,0.377897,0.273597111,0.285013852,1,1
6327,pescatarian,27,0.176543222,0.295672222,0.091358,0.350432444,0.120275407,0.080357148,0.011111111,0.138034185,0.348224444,0.065927296,0.324981333,0.418686407,0.355465667,0.158487667,0.288573444,1,1
6438,keto,38,0.260871579,0.389091868,0.101695395,0.502034421,0.213105579,0.349623974,0.139573368,0.281687342,0.446661842,0.00E+00,0.537183632,0.517674447,0.528243816,0.367135342,0.330023605,1,1
6549,keto,22,0.197063682,0.264303727,0.107851364,0.293787909,0.161709773,0.195714864,0.034366864,0.191961546,0.287404409,0.00E+00,0.3640795,0.304520273,0.310501727,0.190042636,0.194134091,1,1
6660,vegetarian,40,0.260524775,0.489624725,0.153354225,0.5582099,0.2225359,0.121881025,0.0677448,0.350447775,0.33927905,0.03965315,0.4858896,0.558070475,0.496159,0.140909325,0.373418625,1,1
6771,vegetarian,50,0.24574806,0.41447006,0.13002432,0.5489873,0.25998728,0.15897012,0.09920574,0.23194874,0.32777994,0.00E+00,0.49263956,0.56074874,0.43832218,0.20985692,0.27239582,1,1
6882,low_carb,16,0.204025813,0.3127545,0.159503563,0.462647375,0.163078875,0.234667875,0.076796313,0.211302125,0.417604125,0.005208313,0.453540188,0.479617063,0.438653813,0.353282688,0.302914125,1,1
6993,paleo,60,0.332286017,0.433544633,0.238905,0.40299915,0.394665817,0.130950867,0.135294483,0.31528085,0.255277383,0.00E+00,0.356947517,0.407340883,0.271052817,0.163533283,0.35735415,1,1
7104,keto,31,0.182481419,0.290380968,0.052835387,0.335180226,0.178980419,0.329253613,0.143187903,0.181574516,0.269158548,0.00E+00,0.333718516,0.335180226,0.290003677,0.339750323,0.286985355,1,1
7215,vegan,8,0.2576855,0.422059,0.238219875,0.55886025,0.29167675,0.224943625,0.04899275,0.091606375,0.27176525,0.14250475,0.4659005,0.55886025,0.447957875,0.305792125,0.3514355,1,1
7326,paleo,9,0.182565889,0.274803222,0.198979333,0.433648,0.209423667,0.082682778,0.020517667,0.080298778,0.180023,0.019079667,0.447128889,0.433648,0.144614333,0.082682778,0.215463667,1,1
7437,keto,25,0.19027756,0.39884368,0.26303364,0.34091284,0.20627804,0.0999924,0.07028684,0.27611728,0.26154724,0.01333332,0.36006528,0.34706668,0.40109984,0.12342132,0.25858884,1,1
7548,low_carb,79,0.209810253,0.345722063,0.15793219,0.370119418,0.194295367,0.151745367,0.043057266,0.230803823,0.291065595,0.016090025,0.388121139,0.40044057,0.377930544,0.21920343,0.316968,1,1
7659,paleo,39,0.176352718,0.250925128,0.148890282,0.311157718,0.174220949,0.081718769,0.068666564,0.256944231,0.289006256,0.00E+00,0.328947077,0.311157718,0.325002308,0.197438769,0.270426359,1,1
7770,pescatarian,29,0.246962207,0.359786862,0.234503759,0.330554517,0.190065655,0.167171828,0.067727655,0.340364552,0.357953345,0.00E+00,0.487011069,0.390324621,0.44180031,0.272919,0.210490035,1,1
7881,low_carb,75,0.28555444,0.363354307,0.137224733,0.3586846,0.216887933,0.214652947,0.052904413,0.317786613,0.294888133,0.005828933,0.434133347,0.360762613,0.400629347,0.23962864,0.269898773,1,1
7992,paleo,13,0.352519462,0.404067692,0.106133077,0.468592769,0.393307923,0.179608,0.225749923,0.371923539,0.349316846,0.00E+00,0.398567231,0.468592769,0.397919308,0.312157692,0.368135769,1,1
8103,vegan,34,0.262487765,0.474266794,0.151837735,0.605993559,0.258663412,0.255388235,0.039397853,0.340644441,0.321151118,0.00E+00,0.625988088,0.606690147,0.536284118,0.279446235,0.295272588,1,1
8214,vegetarian,54,0.311514815,0.416902185,0.205724444,0.45315737,0.277844056,0.203801889,0.079735482,0.253041259,0.358981389,0.006852944,0.440632722,0.453437944,0.412621722,0.212053537,0.309052982,1,1
8325,keto,53,0.292050283,0.370050547,0.225289245,0.479443755,0.253707302,0.363062528,0.07916766,0.256551793,0.403550962,0.00E+00,0.464605094,0.472878094,0.379414585,0.378600396,0.332098906,1,1
8436,low_carb,29,0.240866862,0.271145655,0.181208035,0.375729621,0.18969831,0.19918831,0.193826241,0.209564621,0.370784069,0.008656724,0.385622379,0.380431793,0.388270103,0.324996276,0.266619,1,1
8547,pescatarian,13,0.310349,0.418233,0.052031923,0.448105923,0.242050154,0.102814615,0.129245077,0.300287308,0.348230615,0.00E+00,0.516227539,0.463564769,0.492084154,0.124264308,0.292141077,1,1
8658,vegetarian,31,0.119379355,0.524913968,0.181643355,0.634091903,0.198750677,0.127765581,0.008638903,0.314501484,0.51261471,0.00E+00,0.681486903,0.634091903,0.596344097,0.130381097,0.395480097,1,1
8769,vegan,34,0.165605118,0.494251147,0.079853794,0.567776353,0.183670706,0.311535882,0.007002794,0.169350441,0.466296588,0.00E+00,0.554342471,0.567776353,0.485096824,0.328251059,0.4094995,1,1
8880,vegetarian,92,0.31505862,0.490888011,0.081732174,0.531970544,0.286231315,0.202597739,0.006426696,0.217720598,0.40580887,0.001672239,0.552041054,0.533161946,0.510365109,0.232895304,0.413251359,1,1
8991,keto,11,0.229570273,0.259873182,0.170975,0.333750727,0.240100546,0.260558273,0.040252364,0.178271818,0.167997909,0.002331,0.296317182,0.332751636,0.246942091,0.262179818,0.258251727,1,1
9102,paleo,11,0.137254909,0.147950091,0.124331546,0.147950091,0.137254909,0.00E+00,0.075757546,0.117647091,0.147950091,0.00E+00,0.102495546,0.147950091,0.147950091,0.045454546,0.147950091,1,1
9213,paleo,19,0.253154737,0.324614737,0.115484,0.368059105,0.274526316,0.046511579,0.242284895,0.299837263,0.339297263,0.00E+00,0.420500316,0.368059105,0.38501579,0.190316579,0.348358368,1,1
9324,keto,25,0.26111432,0.3350994,0.20491368,0.32754508,0.19191912,0.25242016,0.10147116,0.29232648,0.25226072,0.03133332,0.37499364,0.34339096,0.36775784,0.27975368,0.27759692,1,1
9435,vegetarian,30,0.253934633,0.346048333,0.081507167,0.477884833,0.163082033,0.328586833,0.0499215,0.2464891,0.376316733,0.00E+00,0.478842333,0.477884833,0.462054833,0.3778467,0.3233972,1,1
9546,vegan,8,0.09423075,0.289035875,0.13173075,0.3450965,0.121611625,0.128321625,0.00E+00,0.170279625,0.14498825,0.041666625,0.3916,0.3450965,0.349933375,0.149155,0.230885625,1,1
9657,paleo,18,0.160408389,0.151712722,0.031316111,0.247570722,0.247570722,0.005555556,0.236459611,0.151712722,0.160408389,0.00E+00,0.162823833,0.247570722,0.160408389,0.005555556,0.151712722,1,1
9768,vegetarian,31,0.181610903,0.306253032,0.099450161,0.500224581,0.213325032,0.14882471,0.041930516,0.210624903,0.234166161,0.00E+00,0.400345065,0.500224581,0.344677613,0.168729645,0.216670516,1,1
9879,keto,20,0.26706265,0.3154212,0.1574671,0.29838795,0.2194616,0.16257395,0.068609,0.2422769,0.27859205,0.06994145,0.36146665,0.29438795,0.2727289,0.22057395,0.2483669,1,1
9990,vegan,33,0.114345485,0.405075303,0.06641197,0.362388636,0.134094273,0.080242182,0.020719091,0.341684909,0.242203364,0.00E+00,0.43317903,0.356298333,0.410057303,0.076677121,0.269883,1,1
10101,pescatarian,37,0.140022568,0.361122595,0.12879327,0.476992135,0.112156757,0.234478946,0.028131189,0.297531027,0.264355432,0.00E+00,0.462916054,0.491022135,0.395115811,0.237509054,0.19624,1,1
10212,pescatarian,34,0.173489529,0.339705471,0.067913088,0.418837147,0.161526441,0.120888059,0.077600294,0.235989529,0.277642118,0.00E+00,0.376470177,0.418837147,0.361764294,0.148054088,0.222903588,1,1
10323,vegetarian,42,0.134425238,0.343311024,0.215574619,0.433111048,0.160975024,0.145184619,0.021105881,0.263952905,0.224789048,0.026575286,0.391760524,0.427108857,0.349561,0.120539595,0.262062548,1,1
10434,vegetarian,7,0.028571429,0.278278429,0.019047571,0.338579,0.009523857,0.133893571,0.00E+00,0.054545429,0.364553,0.00E+00,0.383600571,0.338579,0.383600571,0.202864714,0.259230857,1,1
10545,keto,14,0.234962786,0.371795357,0.183073,0.4725275,0.152426786,0.310687071,0.042857143,0.2542845,0.477011571,0.005714286,0.541216571,0.4725275,0.511692786,0.322423143,0.386897429,1,1
10656,pescatarian,62,0.272111468,0.489323387,0.106894016,0.518824113,0.243889613,0.188721129,0.116181129,0.468124355,0.344685661,0.00E+00,0.594912016,0.546449968,0.457129387,0.296724258,0.302389758,1,1
10767,vegetarian,29,0.162889035,0.491772069,0.088165552,0.566216897,0.129408103,0.124660793,0.009091,0.207892,0.458004414,0.254078621,0.567562379,0.568527,0.551894966,0.131072207,0.411963379,1,1
10878,low_carb,38,0.235524316,0.313738579,0.133480447,0.390993474,0.14686029,0.171342737,0.026961632,0.3159775,0.327270132,0.00E+00,0.483028553,0.386793579,0.449815605,0.167564921,0.306157711,1,1
10989,vegetarian,26,0.139778923,0.751504308,0.209594769,0.838547885,0.185904577,0.033263346,0.087413962,0.5332195,0.449244731,0.00E+00,0.817597346,0.838547885,0.691616,0.079926654,0.388818385,1,1
11100,keto,62,0.224674629,0.33346121,0.143431194,0.364720936,0.172650258,0.239313661,0.05457729,0.269030645,0.297270113,0.003024194,0.417611258,0.387171629,0.383293387,0.284264742,0.296057597,1,1
11211,keto,18,0.228253944,0.271296278,0.164065278,0.354832444,0.164550222,0.149594389,0.041481444,0.233359722,0.237081056,0.00E+00,0.377989389,0.354832444,0.325740722,0.199435611,0.261798944,1,1
11322,vegan,33,0.330992515,0.396344515,0.156310667,0.521923576,0.424775091,0.155205424,0.153365485,0.294603212,0.277668606,0.030393212,0.434720515,0.523817515,0.357880758,0.22494697,0.304771061,1,1
11433,keto,10,0.156036,0.2244807,0.0784792,0.4132718,0.2371328,0.1398155,0.092746,0.1360448,0.2079728,0.00E+00,0.2551966,0.4223627,0.2529655,0.2165254,0.1738226,1,1
11544,keto,22,0.293701818,0.450568227,0.152606773,0.496646773,0.231089318,0.415007364,0.078634136,0.486256273,0.510637227,0.001976273,0.618111409,0.497634909,0.611820273,0.406092,0.366093364,1,1
11655,vegan,27,0.447022704,0.608421963,0.190782222,0.685669963,0.40391763,0.118346889,0.058583556,0.473123889,0.428376556,0.00E+00,0.599979704,0.687357037,0.580576963,0.13762663,0.413019667,1,1
11766,keto,22,0.051786818,0.155799046,0.018106909,0.266340727,0.062519136,0.186469091,0.023148818,0.121069909,0.189505773,0.00E+00,0.265392273,0.266340727,0.235522136,0.201221046,0.091419682,1,1
11877,vegetarian,94,0.231164415,0.362030383,0.11104484,0.503727,0.267381096,0.219975149,0.067727787,0.206820585,0.349309564,0.00E+00,0.454014638,0.513341149,0.42722567,0.219914043,0.266392606,1,1
11988,vegetarian,19,0.165720947,0.498672579,0.122807,0.510435947,0.124707632,0.142329158,0.042251474,0.208613421,0.50005479,0.00E+00,0.499122421,0.515699105,0.464034632,0.217767684,0.501249,1,1
12099,pescatarian,35,0.164191629,0.292548629,0.122040086,0.348751771,0.137096286,0.114458314,0.039794057,0.117944171,0.248778514,0.036529314,0.381837714,0.374188286,0.333790657,0.177631029,0.2577546,1,1
12210,pescatarian,28,0.254077821,0.31954,0.128177821,0.452333571,0.163842,0.348384679,0.062084679,0.257732786,0.388798321,0.00E+00,0.427912643,0.480701893,0.423110821,0.363124071,0.269217321,1,1
12321,vegetarian,28,0.224100429,0.300026857,0.065938929,0.63766175,0.236581857,0.397200643,0.029432607,0.124280286,0.503905929,0.00E+00,0.593381286,0.63766175,0.590831214,0.397798607,0.210019179,1,1
12432,low_carb,38,0.169976737,0.305846421,0.07077279,0.391859105,0.133024,0.193481684,0.056704421,0.263281974,0.285586895,0.051903737,0.390463316,0.395148579,0.39204329,0.234860342,0.213571605,1,1
12543,keto,55,0.185767127,0.332159709,0.175069327,0.348441836,0.120166,0.215668727,0.048743109,0.239585473,0.3404464,0.023146855,0.424229673,0.351154036,0.390122746,0.2347154,0.287824527,1,1
12654,vegetarian,20,0.1784664,0.35568655,0.1278919,0.4386199,0.1677025,0.0784314,0.0769958,0.2095104,0.384925,0.015,0.43015405,0.45841155,0.41933675,0.11224095,0.32406045,1,1
12765,low_carb,29,0.171942276,0.318098759,0.087815517,0.359638345,0.175529828,0.190094379,0.036467897,0.23481,0.277531931,0.00E+00,0.366656655,0.372282035,0.328618828,0.223549035,0.241636379,1,1
12876,pescatarian,40,0.153782025,0.359049325,0.0773374,0.43611815,0.15593845,0.092299075,0.027315125,0.178612925,0.247432,0.005769225,0.363530425,0.461638975,0.326814725,0.128737375,0.25352235,1,1
12987,vegetarian,10,0.0988899,0.3759446,0.1956236,0.5590122,0.0693715,0.1759224,0.026084,0.2744698,0.2816344,0.0941331,0.4718574,0.579202,0.4005175,0.2223577,0.1690275,1,1
13098,vegetarian,49,0.182845388,0.306512776,0.173541592,0.399090184,0.160186878,0.138249163,0.055332082,0.219629653,0.293848429,0.01069551,0.357649959,0.402478918,0.348518225,0.169057714,0.271002776,1,1
13209,vegan,22,0.214148955,0.321503955,0.111321636,0.441632636,0.307914318,0.208068364,0.129399227,0.299467409,0.284710318,0.002331,0.400949409,0.441632636,0.364390318,0.212224,0.217620955,1,1
13320,low_carb,28,0.033375857,0.232915893,0.022862536,0.353884536,0.033375857,0.152544607,0.00E+00,0.069827071,0.23157725,0.080357143,0.328317607,0.353884536,0.322365214,0.152544607,0.199185714,1,1
13431,keto,111,0.168067072,0.28246609,0.133272694,0.316626685,0.160856532,0.126639036,0.083406712,0.238384694,0.241830414,0.035408514,0.326489847,0.321246694,0.280686324,0.143567784,0.241428901,1,1
13542,vegetarian,19,0.176526526,0.376753895,0.134208263,0.389392211,0.117897737,0.15021879,0.031821368,0.236806737,0.252254158,0.073472842,0.446729368,0.42075979,0.412757211,0.223769105,0.269511105,1,1
13653,keto,9,0.351731556,0.399350667,0.122895556,0.399350667,0.351731556,0.222222222,0.025132222,0.128306889,0.166546333,0.00E+00,0.399350667,0.399350667,0.399350667,0.222222222,0.351731556,1,1
13764,vegan,35,0.285325914,0.586714229,0.0782364,0.621730743,0.3727482,0.1158652,0.038646029,0.287442171,0.349979229,0.00E+00,0.622216743,0.621730743,0.478303057,0.114653086,0.299192086,1,1
13875,paleo,6,0.1785715,0.1785715,0.080952333,0.097619,0.097619,0.138888833,0.00E+00,0.1785715,0.1785715,0.00E+00,0.1285715,0.097619,0.1285715,0.138888833,0.1785715,1,1
13986,pescatarian,81,0.251176333,0.49232384,0.110963482,0.540295531,0.274748642,0.175721296,0.049109593,0.310832333,0.385396333,0.00E+00,0.577911284,0.54394384,0.573889543,0.186664765,0.394814593,1,1
14097,vegan,7,0.055315,0.168061429,0.224087714,0.238914857,0.055315,0.076719571,0.02886,0.078319429,0.205328571,0.00E+00,0.168061429,0.238914857,0.168061429,0.076719571,0.205328571,1,1
14208,pescatarian,20,0.20772725,0.48431815,0.19301515,0.57348485,0.1927272,0.1435,0.03999995,0.359,0.47448485,0.00E+00,0.55006055,0.59757575,0.5591515,0.1815909,0.4616515,1,1
14319,vegan,17,0.476335882,0.497250941,0.162324941,0.532466941,0.421907941,0.057014412,0.011029412,0.203222177,0.471569471,0.00E+00,0.266834588,0.532466941,0.551732706,0.085672,0.510556235,1,1
